code,name,credits,description
02-333,ADVANCED LATIN I,3,"Reading of selected authors as indicated by the requirements and previous 
level of attainment of the class, exercises in prose composition. Prerequisite: 3 semesters of Latin. Fall 
Semester. (CLAL 311)"
02-343,ADVANCED LATIN II,3,"Reading of selected authors as indicated by the requirements and previous 
level of attainment of the class exercises in prose composition. Prerequisite: 3 semesters of Latin. 
Spring Semester. (CLAL 312)"
"02-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (CLAG 399, CLAL 399) 
Communications – COMM  (CYA)"
15-433,SCIENCE COMMUNICATION,3,"This course is going to provide both a practical and a theoretical 
approach to science communication. Communicating effectively scientific results is an essential skill 
nowadays since it can lead to fruitful collaborations and result in obtaining an important amount of 
funding (as public engagement is a key factor in every researcher’s application for a grant) that can 
help develop further any scientific project. More importantly, it can positively impact society by 
increasing the Science Capital, promoting scientific literacy, and hence fighting pseudoscience and 
the lack of trust of the public towards scientists. The main purpose of the course is to highlight the 
importance of effective science communication and present the various ways through which it can 
have a positive long-lasting influence on a wide range of audiences (such as creating collaborations 
on an academic level, building trust with the general public and inspiring young school students to 
follow STEM related subjects at school and later at the University). In more detail, the students will 
learn how to share key findings and results from different research groups at NCSR “Demokritos” and 
measure the impact this communication can have on society and the research center. This means the 
students will first familiarize themselves with the scientific method and the different types of 
scientific research on different topics (such as lab work in nanoscience or theoretical work in nuclear 
physics), they will then learn how to share this information with different audiences. Lastly, in order 
for their work to be meaningful, they will evaluate their projects and measure the impact it has. Spring 
Semester. (COMM 320, COMM 420)"
15-423,COMMUNICATING ACROSS CULTURES,3,"THE INTERNATIONAL BUSINESS CONNECTION. 
This course is about the human element of an increasingly integrated global economy. As 
entrepreneurship continues to boost its international character, people become travelers across 
different sociocultural and economic environments. The goal of business strategies and executives 
alike is to make things work in diverse cultural contexts, having to deal with local rules and 
particularities, habits and processes.  Approaching the field is a multi-disciplinary task. Therefore, this 
course borrows elements from various fields: communications, culture, management and business. It 
adopts a multi-dimensional approach to the subject matter, introducing topics such as cross-cultural 
communication, cultural intelligence, negotiations across cultures, workplace social communication, 
culture in virtual teaming etc.  Management and communication systems and techniques can provide 
solutions and point the way forward. However, the starting point lies within people themselves. Fall 
Semester. (COMM 360, COMM 460)"
"15-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (COMM 399) 
Cultural Heritage - CHTE  (CYA)"
"21-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic.  (CHTE 399). 
Economics - ECON  (CYA)"
"03-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ECON 399) 
Engineering - ENGR (CYA)"
"27-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ENGR 399) 
Environmental Studies – ENVR  (CYA)"
04-413,THE NATURAL ENVIRONMENT OF GREECE,3,"A unique review of the natural world and wildlife 
of Greece through an exploration of its lands and seas with reference to humankind’s effects on the 
environment through the ages. The course uses a multidisciplinary approach to study physical and 
human geography, biodiversity, and historical ecology. Through a succession of guided excursions in 
and around Athens, students are able to interpret landscape features and processes and develop skills 
in identifying the region’s rich flora and fauna. Interpreting natural history promotes a better 
awareness of the environment and current conservation problems in modern Greece.  Spring 
Semester. (ENVR 350, ENVR 450)"
04-433,CULTURAL LANDSCAPES,3,"Landscape studies bring together nature and culture to form a holistic 
interpretation of local natural history. This course presents the landscape approach through 
interdisciplinary research and field work. It provides an introduction to landscape-based study and its 
applications, the main goal being to build an appreciation for landscape literacy.  The course 
objectives are: a) the understanding and use of basic notions and terms in landscape studies and the 
values of their use; b) Familiarization with the basic methods of landscape analysis, assessment and 
evaluation techniques; c) Getting to know the cultural landscapes of Greece with special emphasis on 
the history of their development; and d) having students develop a landscape analysis application 
during their research in Greece. Fall Semester. (ENVR 353, ENVR 453)"
04-423,URBAN SUSTAINABILITY,3,"Drawing on recent interdisciplinary work in urban studies this course 
examines the, often-conflicting social, economic and environmental dimensions of sustainable urban 
250 
 
development theory and practice. In order to problematize the relevant discussion and connect it with 
the production of urban space we will analyze case studies in Athens and attempt to unpack the 
contradictions that are connected with urban development and the use of natural resources in the last 
decades and during the current crisis.  Fall semester. (ENVR 370, ENVR 470)"
